package,start_time,end_time,input_tokens,output_tokens,model,raw
mersennetwister,1780772253.283307,1780772254.92116,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
angular-ngx-autocomplete,1780772254.921327,1780772256.354165,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
azure-template,1780772256.354325,1780772257.785429,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
aiohttp-socksx,1780772257.7856052,1780772259.17958,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
v2-core,1780772259.179747,1780772260.638703,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
chartjs-chart-matrix,1780772260.638871,1780772261.987217,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tobo-cordova-plugin-inappbrowser,1780772261.9874592,1780772263.715374,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/spfl13/cobra,1780772263.715631,1780772265.0570931,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
musky,1780772265.057264,1780772266.246463,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mini-css-extract-plugin-ursa-zenobia-mira,1780772266.2466319,1780772267.583922,2366,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
snore-log,1780772267.584193,1780772269.346177,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
metascraper-logo-favicon,1780772269.3463922,1780772270.893566,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
utils,1780772270.893735,1780772272.107401,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
own-version,1780772272.107579,1780772273.8346481,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gulp-downloads,1780772273.8348138,1780772275.1967628,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tasklogger,1780772275.1969368,1780772276.410358,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-standard-react,1780772276.410555,1780772277.856439,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
av-expo-barcode-scanner,1780772277.856627,1780772279.007574,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
image-editor,1780772279.0077639,1780772280.417289,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
apollo-link-refresh-token,1780772280.417462,1780772281.749681,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bindepend,1780772281.7498739,1780772282.968415,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
intl-tel-input,1780772282.968592,1780772284.2061481,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
sql-formatter-plush,1780772284.206325,1780772285.436194,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
unserialize,1780772285.43637,1780772286.6417248,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
iconsax-reactjs,1780772286.641891,1780772287.8924649,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
idex,1780772287.892637,1780772289.326199,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
components-advanced,1780772289.326386,1780772290.502351,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/boltdb-go/bolt,1780772290.50253,1780772291.881728,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
dzdp,1780772291.881906,1780772293.4117272,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
itype,1780772293.411901,1780772294.754122,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ts-patch-mongose,1780772294.754293,1780772296.0820549,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
react-native-firebase-messaging,1780772296.082284,1780772297.2106812,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
buffer-yor,1780772297.2108579,1780772298.398062,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
discord.js-selfbot-dmall-v13,1780772298.398227,1780772299.66973,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hooks,1780772299.669909,1780772301.35094,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
discord.js12.5.3,1780772301.351286,1780772302.6375492,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
segmented-control-rn,1780772302.6377249,1780772306.781588,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
shared-ini-file-loader,1780772306.7819772,1780772307.804199,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
lytekitplugins-pods,1780772307.804447,1780772312.778425,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
rspec-parameterized-core,1780772312.778704,1780772313.937977,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dataeval,1780772313.9381492,1780772315.232884,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jake-horizon,1780772315.2330408,1780772316.765375,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
solidity-comments-extractors,1780772316.765625,1780772317.89431,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/pion/webrtc/v3,1780772317.894491,1780772319.2264802,2363,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-native-swipeable-lists,1780772319.226654,1780772320.576589,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
echarts-snack,1780772320.576753,1780772321.886591,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
buffer-xoz,1780772321.886771,1780772323.119776,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cost-led,1780772323.119959,1780772324.328128,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
next-bundle-analyzer,1780772324.328427,1780772325.698426,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
better-koa-session,1780772325.698671,1780772328.237709,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
nodmeon,1780772328.237891,1780772329.466252,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
trialzen-react-pivottable,1780772329.466432,1780772330.6095848,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-diff,1780772330.609759,1780772331.9901912,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bowserify,1780772331.990368,1780772333.209585,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
github.com/sofa-security/trivy,1780772333.2097511,1780772334.586741,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
dotnetcore.natasha.csharpcompiler,1780772334.5869188,1780772335.841592,2363,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
iron-silence-my5,1780772335.841773,1780772337.182975,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
html2canvas,1780772337.1832561,1780772338.889643,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
node-smtp-mailer,1780772338.8899012,1780772343.0397692,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ethers,1780772343.039998,1780772344.827428,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
iolite,1780772344.827601,1780772346.0974321,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
raect,1780772346.097656,1780772348.411456,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
reedux,1780772348.4116302,1780772349.565622,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
guru,1780772349.565801,1780772350.7203178,2351,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780772350.720495,1780772352.049545,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-native-cameras,1780772352.0497909,1780772353.169325,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
aws-sdk,1780772353.1694999,1780772354.656277,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
babel-eslint-parser,1780772354.656457,1780772355.968925,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
protractor-jasmine2-screenshot-report,1780772355.969093,1780772357.319438,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-html2pdf.js,1780772357.319614,1780772359.061762,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
filtrex,1780772359.0619462,1780772367.0486112,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
chartjs-plugin-crosshair,1780772367.048824,1780772368.3781178,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
json-viewer-vue3,1780772368.378299,1780772369.60707,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
camelcasify,1780772369.607251,1780772370.8014212,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bootstrap-just-css,1780772370.801595,1780772372.049082,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
donkey-puppeteer-core,1780772372.0492558,1780772373.493817,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gate-dev,1780772373.493993,1780772374.829497,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jaqmc,1780772374.829671,1780772376.160019,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
npm-cnof,1780772376.160198,1780772377.391005,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ngx-infinite-scroll-fixed,1780772377.3911839,1780772378.92512,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hardhat-deploy-others,1780772378.925399,1780772380.1545339,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
reacta-ollo,1780772380.1547241,1780772381.48543,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
schibsted-ufo,1780772381.4855978,1780772382.6662211,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
seo-pwa,1780772382.6664479,1780772384.250441,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
azure-event-hubs-browser,1780772384.2506108,1780772386.224488,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dazaar-resolve,1780772386.224704,1780772387.8335779,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
api-discord.js-v14,1780772387.833757,1780772389.267733,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
sdm.vendor.lds,1780772389.267898,1780772390.9048378,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
axios-oauth,1780772390.905065,1780772392.441731,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sbb-esta,1780772392.441906,1780772393.670053,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
zzh-layout,1780772393.670227,1780772395.1060128,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bank_cron,1780772395.106186,1780772396.434973,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
left-pad-browser,1780772396.435169,1780772397.869312,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eva.io-core,1780772397.869544,1780772399.200997,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
prettyby6es,1780772399.201287,1780772400.532133,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ts-patch-moongoose,1780772400.532352,1780772401.8637261,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
schibsted-style,1780772401.864108,1780772403.093062,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bernie-core,1780772403.093243,1780772405.7514071,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-data-grid-eppsta,1780772405.7515771,1780772406.980305,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
loaddash,1780772406.9804711,1780772409.030429,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
ts-patch-mongoos,1780772409.0305889,1780772410.361651,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
runtlcontribconcat,1780772410.361825,1780772411.5917509,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
graprqltag,1780772411.591926,1780772413.433789,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
aysa-web-core,1780772413.4339662,1780772414.661952,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
crossfetkh,1780772414.662136,1780772416.0507782,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
middleware-proxy,1780772416.050951,1780772418.044169,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
runkit-engines,1780772418.044353,1780772419.344476,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sqlmap,1780772419.344651,1780772420.602378,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sjcl-extended,1780772420.6025379,1780772422.039231,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pcln-types,1780772422.039525,1780772423.200619,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
apl-client,1780772423.2008262,1780772424.460641,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hardhat-gas-optimizer,1780772424.460842,1780772426.174238,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
js.cookie,1780772426.174593,1780772427.860325,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
4keylpress,1780772427.8605819,1780772429.305492,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
testepocdep,1780772429.305655,1780772431.0467,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sch-frontend-integration,1780772431.0470998,1780772432.563993,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
fuffer-xor,1780772432.564193,1780772433.926526,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
serverless-yandex-cloud-template,1780772433.926701,1780772435.34938,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
buffer-xop,1780772435.349555,1780772436.5762272,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
loggi,1780772436.576442,1780772438.295257,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
eslint-config-frantic1048,1780772438.295437,1780772440.058959,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tlsclient3,1780772440.059145,1780772441.490595,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
xia-engine-mysql,1780772441.490762,1780772442.7599611,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bsc-library,1780772442.760143,1780772444.2556632,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
